14267.7,2886.56,460.595,187.906
74658,1678.61,417.74,179.5
151848,3684.43,442.603,175.182
17882,2262.75,460.148,175.78
16236.5,2257.4,444.993,175.849
14716,2797.32,482.476,186.772
79061.4,2381.92,461.575,187.966
151436,2346.84,465.657,184.466
18997.4,2359.92,449.117,178.137
16427.1,2290.11,446.645,176.582
17792.5,2309.11,442.392,224.105
102132,1883.55,445.669,223.714
63375.8,1923.46,441.837,224.915
19468.7,1870.34,442.334,223.409
15099.9,1869.77,438.693,219.612
14002.2,2550.21,428.618,393.714
17626.8,2240.04,439.958,500.936
